day,implied_volatility,realized_volatility,vrp,market_price
0,18.745401188473625,13.736408184666985,5.008993003806641,99.19619681990291
1,24.50714306409916,13.329120962314033,11.178022101785128,99.7821885888817
2,22.31993941811405,11.7615391250286,10.55840029308545,101.0884690646099
3,20.986584841970366,16.072666701014878,4.913918140955488,99.86155338831466
4,16.560186404424364,14.76624160508629,1.7939447993380746,101.57386111668158
5,16.559945203362027,18.657009923240036,-2.0970647198780092,101.44531008229644
6,15.580836121681994,10.321095804820583,5.259740316861411,100.47028869735794
7,23.661761457749353,16.438679275551262,7.223082182198091,101.22804347756612
8,21.011150117432088,17.629488785115612,3.381661332316476,100.78158899931107
9,22.080725777960456,17.594865691883072,4.485860086077384,100.69985232327957
10,15.205844942958024,18.86073967095525,-3.6548947279972275,100.29557407906749
11,24.699098521619945,17.29033742829494,7.408761093325005,99.4788361472026
12,23.324426408004218,19.278100616476962,4.046325791527256,100.2028331796045
13,17.123391106782762,13.326565998208915,3.796825108573847,99.91653177671031
14,16.818249672071005,15.032094167515432,1.7861555045555733,98.47987998453107
15,16.83404509853434,10.140796632828907,6.693248465705432,99.030940108747
16,18.042422429595376,10.069575873032912,7.972846556562464,97.82535775772325
17,20.24756431632238,12.4012662045152,7.8462981118071795,96.672097585048
18,19.319450186421157,11.008071971390853,8.311378215030304,97.8647037900253
19,17.91229140198042,12.602113679357537,5.310177722622882,96.66836389081509
20,21.118528947223794,11.770432945283973,9.34809600193982,94.3519190338876
21,16.39493860652042,10.285200248386483,6.109738358133937,94.9747805188491
22,17.92144648535218,19.093041464060494,-1.1715949787083133,94.67091708936796
23,18.663618432936918,10.082231313888915,8.581387119048003,94.45326196822985
24,19.560699842170358,17.360821443370853,2.1998783987995054,94.13876157487965
25,22.851759613930135,11.521478869195166,11.330280744734969,94.37043151389838
26,16.996737821583597,19.122296219996,-2.1255583984124016,93.61771227199532
27,20.142344384136116,18.927959395898856,1.21438498823726,95.09382714656107
28,20.924145688620424,16.539011463692574,4.3851342249278495,93.61759666625167
29,15.464504127199977,16.722341498006053,-1.257837370806076,94.0624715829288
30,21.075448519014383,10.053391419696885,11.022057099317498,94.70459258680538
31,16.705241236872915,19.84871566113602,-3.143474424263104,93.944940825972
32,15.650515929852794,18.778326035758145,-3.1278101059053505,92.92120638069419
33,24.488855372533333,18.95106225730092,5.5377931152324145,93.93838059486434
34,24.656320330745594,16.59244537050872,8.063874960236873,92.94751984084763
35,23.083973481164612,13.447869286545366,9.636104194619246,92.34085590009707
36,18.04613769173371,18.93648649090481,-0.8903487991711003,93.22816486255681
37,15.97672114006384,12.915169281511924,3.0615518585519155,93.26290609609583
38,21.842330265121568,15.627115433422029,6.215214831699539,91.46576242846673
39,19.40152493739601,10.997309723438825,8.404215213957187,93.21282157302024
40,16.22038234844779,19.2195563013275,-2.999173952879712,92.68281081424027
41,19.951769101112703,11.407704577712133,8.54406452340057,92.28005352433385
42,15.343885211152184,12.248968057304072,3.0949171538481117,92.53583777666023
43,24.09320402078782,15.58134158128215,8.51186243950567,93.1609145736643
44,17.58779981600017,17.640930002129814,-0.05313018612964271,95.12201886495576
45,21.62522284353982,16.19351305936299,5.431709784176832,93.46195071555006
46,18.11711076089411,12.321339128001561,5.795771632892549,94.28790292447601
47,20.200680211778106,10.009430425274903,10.191249786503203,95.03091261852609
48,20.467102793432797,17.57150580307439,2.8955969903584062,94.89374770765197
49,16.84854455525527,19.852073259110938,-3.003528703855668,95.68102140246819
50,24.695846277645586,18.099131203060903,6.596715074584683,96.61529542010474
51,22.751328233611147,14.602066181566153,8.149262052044994,95.23333263511773
52,24.39498941564189,19.037672613991067,5.357316801650825,96.98309914099856
53,23.94827350427649,14.0984767311835,9.84979677309299,95.42433688786042
54,20.97899978811085,15.249340842434675,5.729658945676176,94.28902060662165
55,24.218742350231167,14.771297673956832,9.447444676274335,94.02723293299755
56,15.884925020519194,14.47623872665525,1.4086862938639442,95.95217344618462
57,16.959828624191452,17.751907692939056,-0.7920790687476043,95.64391681643123
58,15.45227288910538,15.26768907269492,0.18458381641046095,95.61198292638042
59,18.253303307632642,13.167171220252161,5.086132087380481,97.04406153028498
60,18.88677289689482,12.581581676584783,6.305191220310036,96.7437433877195
61,17.71349031773896,10.377473169674333,7.3360171480646255,95.56530667478883
62,23.287375091519294,15.831951618830459,7.455423472688835,95.14807183955051
63,18.567533266935893,12.299614154010342,6.267919112925551,96.5188636733563
64,17.80934509687381,11.48133922016383,6.3280058767099785,96.58972867041143
65,20.426960831582484,16.538299638276776,3.8886611933057083,98.52038692946769
66,16.409242249747628,16.812092578215488,-0.40285032846785995,99.25832185572985
67,23.021969807540398,17.52154892257666,5.500420884963738,98.61351291933636
68,15.745506436797708,15.035768963385914,0.7097374734117938,98.66458922380144
69,24.86886936600517,18.940546052038865,5.928323313966306,97.81137110565956
70,22.722447692966576,19.36342753398228,3.359020158984297,97.14293807501079
71,16.987156815341724,18.073709397924894,-1.0865525825831703,101.62202232603654
